04:47:00 PM,b'0.86'
04:47:01 PM,b'0.86'
04:47:02 PM,b'0.86'
04:47:02 PM,b'0.90'
04:47:03 PM,b'0.88'
04:47:03 PM,b'0.87'
04:47:04 PM,b'0.85'
04:47:05 PM,b'1.03'
04:47:05 PM,b'1.00'
04:47:06 PM,b'0.91'
04:47:06 PM,b'0.94'
04:47:07 PM,b'0.92'
04:47:08 PM,b'0.93'
04:47:08 PM,b'0.91'
04:47:09 PM,b'1.06'
04:47:10 PM,b'0.92'
04:47:10 PM,b'0.94'
04:47:11 PM,b'0.94'
04:47:11 PM,b'0.93'
04:47:12 PM,b'0.93'
04:47:12 PM,b'0.97'
04:47:13 PM,b'1.23'
04:47:14 PM,b'0.92'
04:47:14 PM,b'0.91'
04:47:15 PM,b'0.85'
04:47:15 PM,b'0.87'
04:47:16 PM,b'0.87'
04:47:17 PM,b'1.04'
04:47:17 PM,b'1.03'
04:47:18 PM,b'1.02'
04:47:18 PM,b'1.03'
04:47:19 PM,b'1.05'
04:47:20 PM,b'0.92'
04:47:20 PM,b'0.86'
04:47:21 PM,b'0.88'
04:47:21 PM,b'0.88'
04:47:22 PM,b'1.47'
04:47:23 PM,b'1.00'
04:47:23 PM,b'1.02'
04:47:24 PM,b'1.01'
04:47:25 PM,b'1.00'
04:47:26 PM,b'1.38'
04:47:26 PM,b'1.40'
04:47:27 PM,b'1.01'
04:47:27 PM,b'1.03'
04:47:28 PM,b'1.00'
04:47:28 PM,b'1.00'
04:47:29 PM,b'1.00'
04:47:30 PM,b'1.18'
04:47:31 PM,b'1.09'
04:47:31 PM,b'0.95'
04:47:32 PM,b'0.86'
04:47:33 PM,b'0.87'
04:47:34 PM,b'1.01'
04:47:35 PM,b'1.02'
04:47:36 PM,b'1.05'
04:47:36 PM,b'1.06'
04:47:37 PM,b'1.14'
04:47:37 PM,b'1.08'
04:47:38 PM,b'1.08'
04:47:39 PM,b'1.06'
04:47:39 PM,b'1.07'
04:47:40 PM,b'1.07'
04:47:40 PM,b'1.24'
04:47:41 PM,b'1.07'
04:47:42 PM,b'1.08'
04:47:43 PM,b'1.08'
04:47:44 PM,b'1.23'
04:47:45 PM,b'1.07'
04:47:45 PM,b'1.06'
04:47:46 PM,b'1.06'
04:47:47 PM,b'1.06'
04:47:47 PM,b'0.88'
04:47:48 PM,b'1.03'
04:47:48 PM,b'1.04'
04:47:49 PM,b'1.03'
04:47:50 PM,b'1.05'
04:47:50 PM,b'1.02'
04:47:51 PM,b'1.03'
04:47:51 PM,b'1.02'
04:47:52 PM,b'1.18'
04:47:53 PM,b'1.14'
04:47:54 PM,b'1.11'
04:47:54 PM,b'1.13'
04:47:55 PM,b'1.13'
04:47:55 PM,b'1.13'
04:47:56 PM,b'1.23'
04:47:57 PM,b'1.14'
04:47:57 PM,b'1.15'
04:47:58 PM,b'1.14'
04:47:58 PM,b'1.13'
04:47:59 PM,b'1.12'
04:47:59 PM,b'1.32'
04:48:00 PM,b'1.13'
04:48:00 PM,b'1.15'
04:48:01 PM,b'1.13'
04:48:01 PM,b'1.13'
04:48:02 PM,b'1.15'
04:48:02 PM,b'0.87'
04:48:03 PM,b'1.04'
04:48:03 PM,b'1.06'
04:48:04 PM,b'1.03'
04:48:04 PM,b'1.05'
04:48:05 PM,b'1.03'
04:48:05 PM,b'1.04'
04:48:06 PM,b'1.03'
04:48:07 PM,b'1.03'
04:48:08 PM,b'0.88'
04:48:08 PM,b'0.88'
04:48:09 PM,b'0.87'
04:48:10 PM,b'0.87'
04:48:10 PM,b'0.87'
04:48:11 PM,b'0.86'
04:48:11 PM,b'0.87'
04:48:12 PM,b'0.84'
04:48:13 PM,b'0.86'
04:48:13 PM,b'0.86'
04:48:14 PM,b'0.88'
04:48:15 PM,b'0.87'
04:48:15 PM,b'0.88'
04:48:16 PM,b'0.88'
04:48:16 PM,b'0.85'
04:48:17 PM,b'0.88'
04:48:18 PM,b'0.88'
04:48:18 PM,b'0.90'
04:48:19 PM,b'0.88'
04:48:19 PM,b'0.86'
04:48:20 PM,b'0.88'
04:48:20 PM,b'0.90'
04:48:21 PM,b'0.87'
04:48:22 PM,b'0.85'
04:48:22 PM,b'0.87'
04:48:23 PM,b'0.86'
04:48:23 PM,b'0.87'
04:48:24 PM,b'0.87'
04:48:24 PM,b'0.85'
04:48:25 PM,b'0.88'
04:48:26 PM,b'0.87'
04:48:26 PM,b'0.87'
04:48:27 PM,b'0.87'
04:48:27 PM,b'0.88'
04:48:28 PM,b'0.85'
04:48:28 PM,b'0.88'
04:48:29 PM,b'0.89'
04:48:30 PM,b'0.86'
04:48:30 PM,b'0.85'
04:48:31 PM,b'0.89'
04:48:32 PM,b'0.87'
04:48:32 PM,b'0.85'
04:48:33 PM,b'0.87'
04:48:34 PM,b'1.15'
04:48:34 PM,b'1.03'
04:48:35 PM,b'0.95'
04:48:36 PM,b'0.94'
04:48:36 PM,b'0.96'
04:48:37 PM,b'0.94'
04:48:37 PM,b'1.12'
04:48:38 PM,b'1.24'
04:48:38 PM,b'0.94'
04:48:39 PM,b'0.95'
04:48:40 PM,b'0.94'
04:48:40 PM,b'0.96'
04:48:41 PM,b'0.95'
04:48:41 PM,b'0.95'
04:48:42 PM,b'1.26'
04:48:42 PM,b'1.10'
04:48:43 PM,b'0.95'
04:48:44 PM,b'0.95'
04:48:45 PM,b'0.94'
04:48:45 PM,b'0.99'
04:48:46 PM,b'1.27'
04:48:46 PM,b'1.09'
04:48:47 PM,b'0.96'
04:48:48 PM,b'0.96'
04:48:49 PM,b'0.95'
04:48:49 PM,b'1.05'
04:48:50 PM,b'1.26'
04:48:51 PM,b'0.95'
04:48:52 PM,b'0.95'
04:48:52 PM,b'0.96'
04:48:53 PM,b'0.95'
04:48:53 PM,b'0.99'
04:48:54 PM,b'1.29'
